      IND             SHC     g | h         n         m
      241   -1.060162e+04         h        15         8
      242   -3.018567e+03         g        15         9
      243   -3.054023e+03         h        15         9
      244    2.193404e+03         g        15        10
      245   -3.130617e+03         h        15        10
      246    1.527175e+02         g        15        11
      247   -1.306973e+03         h        15        11
      248    2.439812e+03         g        15        12
      249   -1.319258e+03         h        15        12
      250    2.310256e+03         g        15        13
      251   -2.113317e+03         h        15        13
      252    1.973050e+03         g        15        14
      253   -2.296281e+03         h        15        14
      254    1.560627e+03         g        15        15
      255    6.793233e+02         h        15        15
      256   -5.747860e+03         g        16         0
      257   -2.234650e+04         g        16         1
      258   -1.337731e+04         h        16         1
      259   -1.134204e+04         g        16         2
      260   -7.540653e+03         h        16         2
      261   -7.348192e+03         g        16         3
      262    8.470446e+03         h        16         3
      263   -6.014201e+03         g        16         4
      264   -5.398566e+03         h        16         4
      265   -1.590905e+04         g        16         5
      266    1.946827e+03         h        16         5
      267   -4.804656e+03         g        16         6
      268    8.466343e+03         h        16         6
      269    9.843101e+02         g        16         7
      270    2.804887e+03         h        16         7
      271   -1.248838e+04         g        16         8
      272   -6.488051e+02         h        16         8
      273   -7.053899e+03         g        16         9
      274    6.767767e+03         h        16         9
      275    3.584229e+02         g        16        10
      276    3.122339e+02         h        16        10
      277   -5.565858e+03         g        16        11
      278    6.865547e+02         h        16        11
      279   -1.420392e+03         g        16        12
      280    2.705889e+03         h        16        12
      281   -1.523675e+03         g        16        13
      282   -2.054701e+03         h        16        13
      283   -1.118714e+03         g        16        14
      284   -1.486876e+03         h        16        14
      285   -1.131768e+03         g        16        15
      286   -1.946765e+03         h        16        15
      287    7.709868e+02         g        16        16
      288   -7.974181e+02         h        16        16
      289   -1.995675e+04         g        17         0
      290   -3.445959e+03         g        17         1
      291    8.701742e+03         h        17         1
      292   -1.417422e+03         g        17         2
      293   -1.355036e+03         h        17         2
      294    1.790904e+03         g        17         3
      295    2.827347e+03         h        17         3
      296    4.431902e+03         g        17         4
      297    3.111584e+02         h        17         4
      298   -1.057922e+04         g        17         5
      299    9.374899e+03         h        17         5
      300    8.814868e+03         g        17         6
      301    8.262687e+03         h        17         6
      302    5.753941e+03         g        17         7
      303    1.680513e+03         h        17         7
      304   -5.940022e+03         g        17         8
      305    6.997719e+03         h        17         8
      306    2.097192e+03         g        17         9
      307    1.026436e+04         h        17         9
      308    4.311763e+03         g        17        10
      309    2.058463e+03         h        17        10
      310   -1.054120e+03         g        17        11
      311    3.585639e+03         h        17        11
      312    6.004924e+02         g        17        12
      313    5.900729e+03         h        17        12
      314    6.994605e+02         g        17        13
      315    1.452822e+03         h        17        13
      316   -1.276541e+03         g        17        14
      317    1.052465e+03         h        17        14
      318   -6.999486e+02         g        17        15
      319    1.840876e+02         h        17        15
      320   -1.468745e+03         g        17        16
      321    3.939494e+02         h        17        16
      322   -3.011252e+02         g        17        17
      323   -6.946710e+02         h        17        17
      324   -1.099418e+04         g        18         0
      325    1.353438e+04         g        18         1
      326    1.716646e+04         h        18         1
      327    9.653699e+03         g        18         2
      328   -3.572028e+03         h        18         2
      329    8.435678e+03         g        18         3
      330   -7.716290e+03         h        18         3
      331    1.067272e+04         g        18         4
      332   -2.885637e+03         h        18         4
      333    8.816517e+02         g        18         5
      334    1.717283e+03         h        18         5
      335    1.279650e+04         g        18         6
      336   -6.065214e+03         h        18         6
      337    4.322560e+03         g        18         7
      338   -7.068922e+03         h        18         7
      339    1.026292e+03         g        18         8
      340    1.948955e+03         h        18         8
      341    7.140035e+03         g        18         9
      342    1.841949e+03         h        18         9
      343    4.766172e+03         g        18        10
      344   -4.670279e+03         h        18        10
      345    2.373712e+03         g        18        11
      346    1.854049e+02         h        18        11
      347    3.925960e+03         g        18        12
      348    1.129597e+03         h        18        12
      349    2.532496e+03         g        18        13
      350    2.402752e+02         h        18        13
      351    1.594794e+03         g        18        14
      352   -2.682826e+02         h        18        14
      353    9.006742e+02         g        18        15
      354    2.055840e+02         h        18        15
      355    1.222899e+02         g        18        16
      356    2.499211e+02         h        18        16
      357    2.730082e+01         g        18        17
      358    1.014186e+03         h        18        17
      359   -5.482417e+02         g        18        18
      360    1.595640e+01         h        18        18
      361    2.021227e+03         g        19         0
      362    1.412174e+04         g        19         1
      363    5.986978e+03         h        19         1
      364    6.301271e+03         g        19         2
      365   -8.268387e+03         h        19         2
      366    2.095788e+03         g        19         3
      367   -1.083779e+04         h        19         3
      368    4.811323e+03         g        19         4
      369   -5.913671e+03         h        19         4
      370    1.101214e+02         g        19         5
      371   -5.565136e+03         h        19         5
      372    2.106496e+03         g        19         6
      373   -1.247602e+04         h        19         6
      374   -6.997971e+03         g        19         7
      375   -8.853141e+03         h        19         7
      376    1.818747e+02         g        19         8
      377   -6.958764e+02         h        19         8
      378    1.180725e+03         g        19         9
      379   -4.985417e+03         h        19         9
      380   -2.614058e+03         g        19        10
      381   -6.549043e+03         h        19        10
      382   -8.164520e+02         g        19        11
      383   -2.356244e+03         h        19        11
      384    1.328186e+03         g        19        12
      385   -2.862888e+03         h        19        12
      386   -5.847278e+02         g        19        13
      387   -2.291109e+03         h        19        13
      388    7.022017e+02         g        19        14
      389   -1.688719e+03         h        19        14
      390    7.577220e+01         g        19        15
      391   -2.133732e+03         h        19        15
      392    2.442419e+02         g        19        16
      393   -7.766236e+02         h        19        16
      394    1.393974e+02         g        19        17
      395   -1.272939e+02         h        19        17
      396    6.393285e+02         g        19        18
      397    1.734328e+02         h        19        18
      398   -1.338959e+02         g        19        19
      399    3.841128e+02         h        19        19
      400    1.752933e+03         g        20         0
      401    2.523216e+03         g        20         1
      402   -4.814463e+03         h        20         1
      403   -2.715147e+03         g        20         2
      404   -4.128288e+03         h        20         2
      405   -5.037576e+03         g        20         3
      406   -1.009966e+03         h        20         3
      407   -2.897620e+03         g        20         4
      408    4.839849e+02         h        20         4
      409   -1.482797e+03         g        20         5
      410   -1.666122e+03         h        20         5
      411   -6.142546e+03         g        20         6
      412   -2.702744e+03         h        20         6
      413   -9.817499e+03         g        20         7
      414    1.146351e+02         h        20         7
      415    2.364792e+02         g        20         8
      416    3.705745e+03         h        20         8
      417   -2.437278e+03         g        20         9
      418   -2.543704e+03         h        20         9
      419   -6.706970e+03         g        20        10
      420    1.235807e+01         h        20        10
      421   -1.713225e+03         g        20        11
      422    1.062276e+03         h        20        11
      423   -1.596613e+03         g        20        12
      424   -1.360145e+03         h        20        12
      425   -2.701316e+03         g        20        13
      426   -8.559634e+01         h        20        13
      427   -1.374890e+03         g        20        14
      428   -1.078833e+01         h        20        14
      429   -1.232191e+03         g        20        15
      430   -1.441704e+03         h        20        15
      431   -1.366211e+03         g        20        16
      432   -4.696577e+02         h        20        16
      433   -4.343468e+02         g        20        17
      434   -3.209964e+02         h        20        17
      435   -1.324304e+02         g        20        18
      436   -2.590101e+01         h        20        18
      437    2.136451e+02         g        20        19
      438   -3.585319e+02         h        20        19
      439    2.396967e+02         g        20        20
      440    1.865022e+02         h        20        20
      441   -2.211028e+03         g        21         0
      442   -5.235549e+03         g        21         1
      443   -5.673493e+03         h        21         1
      444   -3.238432e+03         g        21         2
      445    3.396638e+03         h        21         2
      446   -2.188376e+03         g        21         3
      447    9.106144e+03         h        21         3
      448   -2.210268e+03         g        21         4
      449    4.835642e+03         h        21         4
