      IND             SHC     g | h         n         m
      653    6.220000e+01         h        25        14
      654   -4.900000e+00         g        25        15
      655   -6.010000e+01         h        25        15
      656    2.590000e+01         g        25        16
      657   -5.440000e+01         h        25        16
      658    1.173000e+02         g        25        17
      659    5.400000e+01         h        25        17
      660    9.200000e+00         g        25        18
      661   -4.850000e+01         h        25        18
      662    9.960000e+01         g        25        19
      663    4.540000e+01         h        25        19
      664   -1.262000e+02         g        25        20
      665    2.490000e+01         h        25        20
      666    3.420000e+01         g        25        21
      667   -7.730000e+01         h        25        21
      668    2.590000e+01         g        25        22
      669    3.690000e+01         h        25        22
      670    2.370000e+01         g        25        23
      671    4.800000e+00         h        25        23
      672    8.980000e+01         g        25        24
      673    8.570000e+01         h        25        24
      674    6.320000e+01         g        25        25
      675   -2.620000e+02         h        25        25
      676    4.200000e+01         g        26         0
      677    6.970000e+01         g        26         1
      678    5.100000e+00         h        26         1
      679   -1.260000e+01         g        26         2
      680   -5.080000e+01         h        26         2
      681   -7.000000e+00         g        26         3
      682    9.500000e+00         h        26         3
      683    5.840000e+01         g        26         4
      684    3.390000e+01         h        26         4
      685    7.180000e+01         g        26         5
      686   -7.200000e+00         h        26         5
      687    3.010000e+01         g        26         6
      688   -7.300000e+01         h        26         6
      689    2.480000e+01         g        26         7
      690   -1.290000e+01         h        26         7
      691    7.000000e-01         g        26         8
      692   -4.810000e+01         h        26         8
      693    8.700000e+00         g        26         9
      694    5.540000e+01         h        26         9
      695    1.080000e+01         g        26        10
      696   -6.080000e+01         h        26        10
      697   -2.140000e+01         g        26        11
      698    3.900000e+01         h        26        11
      699   -1.000000e-01         g        26        12
      700    4.690000e+01         h        26        12
      701    2.760000e+01         g        26        13
      702    4.380000e+01         h        26        13
      703    1.710000e+01         g        26        14
      704    2.920000e+01         h        26        14
      705    2.310000e+01         g        26        15
      706   -1.900000e+00         h        26        15
      707    5.990000e+01         g        26        16
      708    5.800000e+00         h        26        16
      709    8.940000e+01         g        26        17
      710    3.600000e+01         h        26        17
      711    4.000000e+01         g        26        18
      712   -1.138000e+02         h        26        18
      713   -3.050000e+01         g        26        19
      714    2.920000e+01         h        26        19
      715   -4.250000e+01         g        26        20
      716   -2.290000e+01         h        26        20
      717    2.900000e+01         g        26        21
      718   -1.000000e+01         h        26        21
      719   -2.130000e+01         g        26        22
      720   -2.340000e+01         h        26        22
      721    5.100000e+00         g        26        23
      722   -3.050000e+01         h        26        23
      723   -2.055000e+02         g        26        24
      724    6.670000e+01         h        26        24
      725    6.010000e+01         g        26        25
      726    1.269000e+02         h        26        25
      727   -1.423000e+02         g        26        26
      728   -4.330000e+01         h        26        26
      729   -9.730000e+01         g        27         0
      730    2.940000e+01         g        27         1
      731    2.320000e+01         h        27         1
      732   -1.780000e+01         g        27         2
      733    8.100000e+00         h        27         2
      734    3.040000e+01         g        27         3
      735    1.680000e+01         h        27         3
      736    2.310000e+01         g        27         4
      737   -4.410000e+01         h        27         4
      738    1.610000e+01         g        27         5
      739    6.200000e+00         h        27         5
      740    1.310000e+01         g        27         6
      741   -1.700000e+01         h        27         6
      742    8.600000e+00         g        27         7
      743   -3.020000e+01         h        27         7
      744    2.830000e+01         g        27         8
      745    7.000000e-01         h        27         8
      746   -1.400000e+01         g        27         9
      747   -4.550000e+01         h        27         9
      748    5.240000e+01         g        27        10
      749   -1.810000e+01         h        27        10
      750    1.030000e+01         g        27        11
      751    1.320000e+01         h        27        11
      752    1.740000e+01         g        27        12
      753    3.180000e+01         h        27        12
      754   -3.320000e+01         g        27        13
      755    2.070000e+01         h        27        13
      756    1.200000e+01         g        27        14
      757   -1.440000e+01         h        27        14
      758    2.210000e+01         g        27        15
      759    3.070000e+01         h        27        15
      760    1.570000e+01         g        27        16
      761    4.100000e+01         h        27        16
      762    4.250000e+01         g        27        17
      763    2.300000e+01         h        27        17
      764    1.880000e+01         g        27        18
      765   -5.640000e+01         h        27        18
      766   -6.250000e+01         g        27        19
      767    1.600000e+00         h        27        19
      768   -2.370000e+01         g        27        20
      769   -1.470000e+01         h        27        20
      770    1.540000e+01         g        27        21
      771   -1.630000e+01         h        27        21
      772   -3.850000e+01         g        27        22
      773   -3.110000e+01         h        27        22
      774   -1.020000e+01         g        27        23
      775   -3.250000e+01         h        27        23
      776   -1.064000e+02         g        27        24
      777   -4.920000e+01         h        27        24
      778   -2.550000e+01         g        27        25
      779    7.970000e+01         h        27        25
      780   -2.600000e+00         g        27        26
      781   -4.530000e+01         h        27        26
      782   -8.680000e+01         g        27        27
      783    3.580000e+01         h        27        27
      784   -6.680000e+01         g        28         0
      785   -1.960000e+01         g        28         1
      786   -9.500000e+00         h        28         1
      787   -3.900000e+00         g        28         2
      788    3.740000e+01         h        28         2
      789    2.780000e+01         g        28         3
      790    1.400000e+01         h        28         3
      791   -9.300000e+00         g        28         4
      792   -4.610000e+01         h        28         4
      793   -6.200000e+00         g        28         5
      794   -2.300000e+00         h        28         5
      795   -1.220000e+01         g        28         6
