      IND             SHC     g | h         n         m
      732   -1.012590e+02         g        27         2
      733   -1.991936e+02         h        27         2
      734   -6.431909e+01         g        27         3
      735   -5.032036e+01         h        27         3
      736    3.192179e+00         g        27         4
      737   -5.656779e+01         h        27         4
      738    1.015352e+02         g        27         5
      739   -1.664430e+02         h        27         5
      740   -1.039228e+02         g        27         6
      741   -2.072178e+02         h        27         6
      742   -1.682494e+02         g        27         7
      743   -1.826505e+02         h        27         7
      744    1.208065e+02         g        27         8
      745   -2.797590e+00         h        27         8
      746    6.525181e+01         g        27         9
      747   -2.469482e+02         h        27         9
      748   -1.282179e+02         g        27        10
      749   -3.550152e+02         h        27        10
      750   -3.790459e+01         g        27        11
      751   -1.213173e+02         h        27        11
      752    3.335931e+01         g        27        12
      753   -1.698267e+02         h        27        12
      754   -7.318638e+01         g        27        13
      755   -2.303181e+02         h        27        13
      756   -5.308594e+01         g        27        14
      757   -1.048842e+02         h        27        14
      758    5.484754e+01         g        27        15
      759   -1.198161e+02         h        27        15
      760   -3.352790e+00         g        27        16
      761   -1.040071e+02         h        27        16
      762   -5.727977e+00         g        27        17
      763   -5.304847e+01         h        27        17
      764    2.850854e+01         g        27        18
      765   -4.863252e+01         h        27        18
      766    1.913914e+01         g        27        19
      767   -3.987469e+01         h        27        19
      768    1.736771e+01         g        27        20
      769   -2.184239e+00         h        27        20
      770    2.781962e+01         g        27        21
      771   -3.107575e+00         h        27        21
      772    5.713194e-01         g        27        22
      773   -3.220038e-01         h        27        22
      774    8.551271e+00         g        27        23
      775    1.763571e+01         h        27        23
      776    6.772129e+00         g        27        24
      777    6.635096e+00         h        27        24
      778   -3.410545e+00         g        27        25
      779    2.382869e+00         h        27        25
      780   -1.653295e+01         g        27        26
      781   -1.707329e+00         h        27        26
      782   -4.598707e+00         g        27        27
      783   -3.621738e+00         h        27        27
      784   -1.731145e+02         g        28         0
      785   -1.892680e+02         g        28         1
      786   -2.401576e+02         h        28         1
      787   -1.187598e+02         g        28         2
      788    1.677756e+02         h        28         2
      789   -4.791196e+01         g        28         3
      790    2.705547e+02         h        28         3
      791    1.956447e+01         g        28         4
      792   -3.673121e+01         h        28         4
      793    1.015016e+02         g        28         5
      794    5.153629e+01         h        28         5
      795   -1.743255e+02         g        28         6
